PUBLIC UTILITIES	2015	76.92361049320753	CTZ	38638.46342888115	T	7123702100.0
PUBLIC UTILITIES	2016	-2.5478460696815217	VST	434.48274104405334	T	5939393300.0
PUBLIC UTILITIES	2017	-33.009632451270384	OHGI	418.51848908412654	T	6355711500.0
PUBLIC UTILITIES	2018	100.4979990027697	ELC	350309.82784811006	T	5700827400.0
TECHNOLOGY	2009	62.40803209562091	NLST	1574.1935539692167	AAPL	35813421700.0
TECHNOLOGY	2010	-10.276815733776628	MITK	646.9136015959322	AAPL	37756231800.0
TECHNOLOGY	2011	-14.162115931939882	EGAN	475.83329773611433	AAPL	31014834900.0
TECHNOLOGY	2012	-11.2065284607605	NETE	1911.111111111111	AAPL	32991051100.0
TECHNOLOGY	2013	32.9208093418348	CSIQ	777.0587899528169	AAPL	25605392400.0
TECHNOLOGY	2014	-9.127477147622638	KE	60000.00363215816	AAPL	15914488100.0
TECHNOLOGY	2015	-5.412930842411316	AMRH	13099.999612569805	AAPL	13063147500.0
TECHNOLOGY	2016	6.013211052815413	LN	113266.66360571989	AAPL	9680553200.0
TECHNOLOGY	2017	26.260740208702554	CASA	19633.332803514248	AMD	16353947600.0
TECHNOLOGY	2018	15.050615911396225	HMI	43300.000879168445	AMD	10541338800.0
TRANSPORTATION	2009	-58.49262088708777	ATSG	751.612930516172	CSX	4727894400.0
TRANSPORTATION	2010	-30.341618936226222	GSL	241.37928596433085	CSX	3110239200.0
TRANSPORTATION	2011	-13.95651439210947	NVGS	73.84615384615385	DAL	3843457600.0
TRANSPORTATION	2012	-8.014931468991776	AAL	163.6718808935259	DAL	2967096400.0
TRANSPORTATION	2013	-27.27929525789084	USAK	283.38109105670037	DAL	3462896200.0
TRANSPORTATION	2014	-21.01949350500049	CVTI	240.57789548280724	DAL	3260278200.0
TRANSPORTATION	2015	-10.429900823373488	VLRS	94.33748579478872	AAL	2909890700.0
TRANSPORTATION	2016	-5.029147864785743	GLBS	2619.9998410542926	DAL	2595749200.0
TRANSPORTATION	2017	-99.0308477888912	GOL	192.00000762939464	CSX	2171767600.0
TRANSPORTATION	2018	0.8679880997139721	SMHI	72.01646316642785	DAL	1171970600.0
